"[0, 0]","[0, 0]",1549301952.5706067
"[0, 0]","[0, 0]",1549301952.5710087
"[0, 0]","[0, 0]",1549301952.571431
"[0, 0]","[0, 0]",1549301952.5718412
"[0, 0]","[0, 0]",1549301952.5722504
"[0, 0]","[0, 0]",1549301952.5728161
"[0, 0]","[0, 0]",1549301952.5732234
"[0, 0]","[0, 0]",1549301952.5736291
"[0, 0]","[0, 0]",1549301952.574036
"[0, 0]","[0, 0]",1549301952.5744388
"[0, 0]","[0, 0]",1549301952.5748434
"[0, 0]","[0, 0]",1549301952.5752485
"[0, 0]","[0, 0]",1549301952.5756657
"[0, 0]","[0, 0]",1549301952.5760763
"[0, 0]","[0, 0]",1549301952.5764902
"[0, 0]","[0, 0]",1549301952.5768993
"[0, 0]","[0, 0]",1549301952.5773067
"[0, 0]","[0, 0]",1549301952.577707
"[0, 0]","[0, 0]",1549301952.5781124
"[0, 0]","[0, 0]",1549301952.5785184
"[0, 0]","[0, 0]",1549301952.5789232
"[0, 0]","[0, 0]",1549301952.5793302
"[0, 0]","[0, 0]",1549301952.5797312
"[0, 0]","[0, 0]",1549301952.5801384
"[0, 0]","[0, 0]",1549301952.5805418
"[0, 0]","[0, 0]",1549301952.5809426
"[0, 0]","[0, 0]",1549301952.5813577
"[0, 0]","[0, 0]",1549301952.581767
"[0, 0]","[0, 0]",1549301952.582226
"[0, 0]","[0, 0]",1549301952.5827045
"[0, 0]","[0, 0]",1549301952.583118
"[0, 0]","[0, 0]",1549301952.5835276
"[0, 0]","[0, 0]",1549301952.5839288
"[0, 0]","[0, 0]",1549301952.5843353
"[0, 0]","[0, 0]",1549301952.584738
"[0, 0]","[0, 0]",1549301952.5851421
"[0, 0]","[0, 0]",1549301952.5855649
"[0, 0]","[0, 0]",1549301952.5859783
"[0, 0]","[0, 0]",1549301952.5863917
"[0, 0]","[0, 0]",1549301952.5868053
"[0, 0]","[0, 0]",1549301952.5872123
"[0, 0]","[0, 0]",1549301952.5876215
"[0, 0]","[0, 0]",1549301952.588031
"[0, 0]","[0, 0]",1549301952.5884373
"[0, 0]","[0, 0]",1549301952.5888407
"[0, 0]","[0, 0]",1549301952.5892482
"[0, 0]","[0, 0]",1549301952.5896518
"[0, 0]","[0, 0]",1549301952.5900576
"[0, 0]","[0, 0]",1549301952.5904617
"[0, 0]","[0, 0]",1549301952.590865
"[0, 0]","[0, 0]",1549301952.5912764
"[0, 0]","[0, 0]",1549301952.59169
"[0, 0]","[0, 0]",1549301952.592095
"[0, 0]","[0, 0]",1549301952.5926273
"[0, 0]","[0, 0]",1549301952.5930512
"[0, 0]","[0, 0]",1549301952.59348
"[0, 0]","[0, 0]",1549301952.5939147
"[0, 0]","[0, 0]",1549301952.5943537
"[0, 0]","[0, 0]",1549301952.5947964
"[0, 0]","[0, 0]",1549301952.5952594
"[0, 0]","[0, 0]",1549301952.5957174
"[0, 0]","[0, 0]",1549301952.5961416
"[0, 0]","[0, 0]",1549301952.5965822
"[0, 0]","[0, 0]",1549301952.5969949
"[0, 0]","[0, 0]",1549301952.5974016
"[0, 0]","[0, 0]",1549301952.5978048
"[0, 0]","[0, 0]",1549301952.5982149
"[0, 0]","[0, 0]",1549301952.5986269
"[0, 0]","[0, 0]",1549301952.5990365
"[0, 0]","[0, 0]",1549301952.5994399
"[0, 0]","[0, 0]",1549301952.599841
"[0, 0]","[0, 0]",1549301952.6002474
"[0, 0]","[0, 0]",1549301952.6006472
"[0, 0]","[0, 0]",1549301952.6010535
"[0, 0]","[0, 0]",1549301952.6014686
"[0, 0]","[0, 0]",1549301952.6018772
"[0, 0]","[0, 0]",1549301952.6023407
"[0, 0]","[0, 0]",1549301952.6027608
"[0, 0]","[0, 0]",1549301952.6031723
"[0, 0]","[0, 0]",1549301952.6035788
"[0, 0]","[0, 0]",1549301952.6039793
"[0, 0]","[0, 0]",1549301952.6043851
"[0, 0]","[0, 0]",1549301952.604785
"[0, 0]","[0, 0]",1549301952.605198
"[0, 0]","[0, 0]",1549301952.6056032
"[0, 0]","[0, 0]",1549301952.6060052
"[0, 0]","[0, 0]",1549301952.6064355
"[0, 0]","[0, 0]",1549301952.6068492
"[0, 0]","[0, 0]",1549301952.6072545
"[0, 0]","[0, 0]",1549301952.6076608
"[0, 0]","[0, 0]",1549301952.6080635
"[0, 0]","[0, 0]",1549301952.6084695
"[0, 0]","[0, 0]",1549301952.6088734
"[0, 0]","[0, 0]",1549301952.6092885
"[0, 0]","[0, 0]",1549301952.6097333
"[0, 0]","[0, 0]",1549301952.6101556
"[0, 0]","[0, 0]",1549301952.6106188
"[0, 0]","[0, 0]",1549301952.6110442
"[0, 0]","[0, 0]",1549301952.611462
"[0, 0]","[0, 0]",1549301952.6118743
"[0, 0]","[0, 0]",1549301952.6123989
"[0, 0]","[0, 0]",1549301952.6128285
"[0, 0]","[0, 0]",1549301952.6132433
"[0, 0]","[0, 0]",1549301952.6136441
"[0, 0]","[0, 0]",1549301952.6140559
"[0, 0]","[0, 0]",1549301952.6144598
"[0, 0]","[0, 0]",1549301952.6148605
"[0, 0]","[0, 0]",1549301952.6152713
"[0, 0]","[0, 0]",1549301952.6156757
"[0, 0]","[0, 0]",1549301952.616093
"[0, 0]","[0, 0]",1549301952.6165328
"[0, 0]","[0, 0]",1549301952.616943
"[0, 0]","[0, 0]",1549301952.6173522
"[0, 0]","[0, 0]",1549301952.6177545
"[0, 0]","[0, 0]",1549301952.6181595
"[0, 0]","[0, 0]",1549301952.6185668
"[0, 0]","[0, 0]",1549301952.6189704
"[0, 0]","[0, 0]",1549301952.6193774
"[0, 0]","[0, 0]",1549301952.6197836
"[0, 0]","[0, 0]",1549301952.620188
"[0, 0]","[0, 0]",1549301952.6205914
"[0, 0]","[0, 0]",1549301952.6209965
"[0, 0]","[0, 0]",1549301952.6214063
"[0, 0]","[0, 0]",1549301952.6218176
"[0, 0]","[0, 0]",1549301952.6222239
"[0, 0]","[0, 0]",1549301952.6227
"[0, 0]","[0, 0]",1549301952.6231098
"[0, 0]","[0, 0]",1549301952.6235163
"[0, 0]","[0, 0]",1549301952.6239245
"[0, 0]","[0, 0]",1549301952.624331
"[0, 0]","[0, 0]",1549301952.6247325
"[0, 0]","[0, 0]",1549301952.6251404
"[0, 0]","[0, 0]",1549301952.6255462
"[0, 0]","[0, 0]",1549301952.6259592
"[0, 0]","[0, 0]",1549301952.6263855
"[0, 0]","[0, 0]",1549301952.6267934
"[0, 0]","[0, 0]",1549301952.6272025
"[0, 0]","[0, 0]",1549301952.6276615
"[0, 0]","[0, 0]",1549301952.628072
"[0, 0]","[0, 0]",1549301952.628479
"[0, 0]","[0, 0]",1549301952.628885
"[0, 0]","[0, 0]",1549301952.629292
"[0, 0]","[0, 0]",1549301952.629698
"[0, 0]","[0, 0]",1549301952.6300998
"[0, 0]","[0, 0]",1549301952.6305122
"[0, 0]","[0, 0]",1549301952.630915
"[0, 0]","[0, 0]",1549301952.6313236
"[0, 0]","[0, 0]",1549301952.6317341
"[0, 0]","[0, 0]",1549301952.6321428
"[0, 0]","[0, 0]",1549301952.6326668
"[0, 0]","[0, 0]",1549301952.6330786
"[0, 0]","[0, 0]",1549301952.6334813
"[0, 0]","[0, 0]",1549301952.6338844
"[0, 0]","[0, 0]",1549301952.6342885
"[0, 0]","[0, 0]",1549301952.6346922
"[0, 0]","[0, 0]",1549301952.6351013
"[0, 0]","[0, 0]",1549301952.6355064
"[0, 0]","[0, 0]",1549301952.6359224
"[0, 0]","[0, 0]",1549301952.636336
"[0, 0]","[0, 0]",1549301952.636747
"[0, 0]","[0, 0]",1549301952.6371562
"[0, 0]","[0, 0]",1549301952.6375592
"[0, 0]","[0, 0]",1549301952.6379611
"[0, 0]","[0, 0]",1549301952.6383655
"[0, 0]","[0, 0]",1549301952.638767
"[0, 0]","[0, 0]",1549301952.6391745
"[0, 0]","[0, 0]",1549301952.639579
"[0, 0]","[0, 0]",1549301952.6399786
"[0, 0]","[0, 0]",1549301952.6403854
"[0, 0]","[0, 0]",1549301952.6407902
"[0, 0]","[0, 0]",1549301952.6411974
"[0, 0]","[0, 0]",1549301952.6416078
"[0, 0]","[0, 0]",1549301952.6420152
"[0, 0]","[0, 0]",1549301952.642483
"[0, 0]","[0, 0]",1549301952.6428964
"[0, 0]","[0, 0]",1549301952.6433065
"[0, 0]","[0, 0]",1549301952.6437116
"[0, 0]","[0, 0]",1549301952.6441162
"[0, 0]","[0, 0]",1549301952.6445234
"[0, 0]","[0, 0]",1549301952.6449254
"[0, 0]","[0, 0]",1549301952.6453314
"[0, 0]","[0, 0]",1549301952.6457443
"[0, 0]","[0, 0]",1549301952.6461549
"[0, 0]","[0, 0]",1549301952.6465673
"[0, 0]","[0, 0]",1549301952.6469762
"[0, 0]","[0, 0]",1549301952.647383
"[0, 0]","[0, 0]",1549301952.6477847
"[0, 0]","[0, 0]",1549301952.6481905
"[0, 0]","[0, 0]",1549301952.6485941
"[0, 0]","[0, 0]",1549301952.649
"[0, 0]","[0, 0]",1549301952.6494074
"[0, 0]","[0, 0]",1549301952.6498084
"[0, 0]","[0, 0]",1549301952.6502147
"[0, 0]","[0, 0]",1549301952.6506186
"[0, 0]","[0, 0]",1549301952.6510217
"[0, 0]","[0, 0]",1549301952.6514359
"[0, 0]","[0, 0]",1549301952.6518404
"[0, 0]","[0, 0]",1549301952.6523538
"[0, 0]","[0, 0]",1549301952.6528783
"[0, 0]","[0, 0]",1549301952.653354
"[0, 0]","[0, 0]",1549301952.653788
"[0, 0]","[0, 0]",1549301952.6542168
"[0, 0]","[0, 0]",1549301952.6546478
"[0, 0]","[0, 0]",1549301952.6550853
"[0, 0]","[0, 0]",1549301952.6555667
"[0, 0]","[0, 0]",1549301952.6560054
"[0, 0]","[0, 0]",1549301952.6564257
"[0, 0]","[0, 0]",1549301952.656842
"[0, 0]","[0, 0]",1549301952.6572485
"[0, 0]","[0, 0]",1549301952.6576526
"[0, 0]","[0, 0]",1549301952.658059
"[0, 0]","[0, 0]",1549301952.6584606
"[0, 0]","[0, 0]",1549301952.658863
"[0, 0]","[0, 0]",1549301952.6592712
"[0, 0]","[0, 0]",1549301952.6596758
"[0, 0]","[0, 0]",1549301952.6600833
"[0, 0]","[0, 0]",1549301952.6604838
"[0, 0]","[0, 0]",1549301952.660884
"[0, 0]","[0, 0]",1549301952.6612957
"[0, 0]","[0, 0]",1549301952.661708
"[0, 0]","[0, 0]",1549301952.6621156
"[0, 0]","[0, 0]",1549301952.6625931
"[0, 0]","[0, 0]",1549301952.663003
"[0, 0]","[0, 0]",1549301952.663415
"[0, 0]","[0, 0]",1549301952.6638136
"[0, 0]","[0, 0]",1549301952.6642199
"[0, 0]","[0, 0]",1549301952.6646235
"[0, 0]","[0, 0]",1549301952.6650274
"[0, 0]","[0, 0]",1549301952.665448
"[0, 0]","[0, 0]",1549301952.6658552
"[0, 0]","[0, 0]",1549301952.6662621
"[0, 0]","[0, 0]",1549301952.6666772
"[0, 0]","[0, 0]",1549301952.6670825
"[0, 0]","[0, 0]",1549301952.6674848
"[0, 0]","[0, 0]",1549301952.66789
"[0, 0]","[0, 0]",1549301952.668293
"[0, 0]","[0, 0]",1549301952.668908
"[0, 0]","[0, 0]",1549301952.6696186
"[0, 0]","[0, 0]",1549301952.670095
"[0, 0]","[0, 0]",1549301952.670678
"[0, 0]","[0, 0]",1549301952.6711168
"[0, 0]","[0, 0]",1549301952.671545
"[0, 0]","[0, 0]",1549301952.6719549
"[0, 0]","[0, 0]",1549301952.6724784
"[0, 0]","[0, 0]",1549301952.6729083
"[0, 0]","[0, 0]",1549301952.6733701
"[0, 0]","[0, 0]",1549301952.6737735
"[0, 0]","[0, 0]",1549301952.6741822
"[0, 0]","[0, 0]",1549301952.6745844
"[0, 0]","[0, 0]",1549301952.6749868
"[0, 0]","[0, 0]",1549301952.6753976
"[0, 0]","[0, 0]",1549301952.675799
"[0, 0]","[0, 0]",1549301952.6762123
"[0, 0]","[0, 0]",1549301952.6766372
"[0, 0]","[0, 0]",1549301952.6770494
"[0, 0]","[0, 0]",1549301952.677453
"[0, 0]","[0, 0]",1549301952.677855
"[0, 0]","[0, 0]",1549301952.6782568
"[0, 0]","[0, 0]",1549301952.6786609
"[0, 0]","[0, 0]",1549301952.6790626
"[0, 0]","[0, 0]",1549301952.6794689
"[0, 0]","[0, 0]",1549301952.6798744
"[0, 0]","[0, 0]",1549301952.6802804
"[0, 0]","[0, 0]",1549301952.680681
"[0, 0]","[0, 0]",1549301952.6810846
"[0, 0]","[0, 0]",1549301952.6814954
"[0, 0]","[0, 0]",1549301952.6819036
"[0, 0]","[0, 0]",1549301952.6823654
"[0, 0]","[0, 0]",1549301952.6828036
"[0, 0]","[0, 0]",1549301952.6832218
"[0, 0]","[0, 0]",1549301952.6836264
"[0, 0]","[0, 0]",1549301952.6842387
"[0, 0]","[0, 0]",1549301952.684682
"[0, 0]","[0, 0]",1549301952.6850953
"[0, 0]","[0, 0]",1549301952.6855044
"[0, 0]","[0, 0]",1549301952.685919
"[0, 0]","[0, 0]",1549301952.6863768
"[0, 0]","[0, 0]",1549301952.6868181
"[0, 0]","[0, 0]",1549301952.687261
"[0, 0]","[0, 0]",1549301952.687708
"[0, 0]","[0, 0]",1549301952.6881435
"[0, 0]","[0, 0]",1549301952.6885703
"[0, 0]","[0, 0]",1549301952.6890018
"[0, 0]","[0, 0]",1549301952.6894217
"[0, 0]","[0, 0]",1549301952.689828
"[0, 0]","[0, 0]",1549301952.6902344
"[0, 0]","[0, 0]",1549301952.6906376
"[0, 0]","[0, 0]",1549301952.6910448
"[0, 0]","[0, 0]",1549301952.691458
"[0, 0]","[0, 0]",1549301952.6918638
"[0, 0]","[0, 0]",1549301952.6923807
"[0, 0]","[0, 0]",1549301952.692812
"[0, 0]","[0, 0]",1549301952.6932237
"[0, 0]","[0, 0]",1549301952.6936307
"[0, 0]","[0, 0]",1549301952.6940393
"[0, 0]","[0, 0]",1549301952.6944432
"[0, 0]","[0, 0]",1549301952.6948457
"[0, 0]","[0, 0]",1549301952.695255
"[0, 0]","[0, 0]",1549301952.6956594
"[0, 0]","[0, 0]",1549301952.696071
"[0, 0]","[0, 0]",1549301952.6965008
"[0, 0]","[0, 0]",1549301952.6969092
"[0, 0]","[0, 0]",1549301952.6973171
"[0, 0]","[0, 0]",1549301952.6977189
"[0, 0]","[0, 0]",1549301952.6981225
"[0, 0]","[0, 0]",1549301952.698528
"[0, 0]","[0, 0]",1549301952.6989264
"[0, 0]","[0, 0]",1549301952.699332
"[0, 0]","[0, 0]",1549301952.6997342
"[0, 0]","[0, 0]",1549301952.7001376
"[0, 0]","[0, 0]",1549301952.7005427
"[0, 0]","[0, 0]",1549301952.7009442
"[0, 0]","[0, 0]",1549301952.7013571
"[0, 0]","[0, 0]",1549301952.701768
"[0, 0]","[0, 0]",1549301952.7021747
"[0, 0]","[0, 0]",1549301952.7026496
"[0, 0]","[0, 0]",1549301952.7030666
"[0, 0]","[0, 0]",1549301952.703471
"[0, 0]","[0, 0]",1549301952.7038746
"[0, 0]","[0, 0]",1549301952.7042804
"[0, 0]","[0, 0]",1549301952.7046814
"[0, 0]","[0, 0]",1549301952.7050982
"[0, 0]","[0, 0]",1549301952.7055054
"[0, 0]","[0, 0]",1549301952.7059188
"[0, 0]","[0, 0]",1549301952.7063422
"[0, 0]","[0, 0]",1549301952.7067502
"[0, 0]","[0, 0]",1549301952.7071621
"[0, 0]","[0, 0]",1549301952.7075686
"[0, 0]","[0, 0]",1549301952.7079687
"[0, 0]","[0, 0]",1549301952.7083817
"[0, 0]","[0, 0]",1549301952.708785
"[0, 0]","[0, 0]",1549301952.7091918
"[0, 0]","[0, 0]",1549301952.7095993
"[0, 0]","[0, 0]",1549301952.7100015
"[0, 0]","[0, 0]",1549301952.7104146
"[0, 0]","[0, 0]",1549301952.7108214
"[0, 0]","[0, 0]",1549301952.7112305
"[0, 0]","[0, 0]",1549301952.7116504
"[0, 0]","[0, 0]",1549301952.7120574
"[0, 0]","[0, 0]",1549301952.7125819
"[0, 0]","[0, 0]",1549301952.7130032
"[0, 0]","[0, 0]",1549301952.7134159
"[0, 0]","[0, 0]",1549301952.7138243
"[0, 0]","[0, 0]",1549301952.7142308
"[0, 0]","[0, 0]",1549301952.7146368
"[0, 0]","[0, 0]",1549301952.715042
"[0, 0]","[0, 0]",1549301952.715447
"[0, 0]","[0, 0]",1549301952.715856
"[0, 0]","[0, 0]",1549301952.7162673
"[0, 0]","[0, 0]",1549301952.7166803
"[0, 0]","[0, 0]",1549301952.717089
"[0, 0]","[0, 0]",1549301952.7174902
"[0, 0]","[0, 0]",1549301952.7178974
"[0, 0]","[0, 0]",1549301952.7183044
"[0, 0]","[0, 0]",1549301952.7187626
"[0, 0]","[0, 0]",1549301952.719176
"[0, 0]","[0, 0]",1549301952.7195802
"[0, 0]","[0, 0]",1549301952.719986
"[0, 0]","[0, 0]",1549301952.7203918
"[0, 0]","[0, 0]",1549301952.7207928
"[0, 0]","[0, 0]",1549301952.7212036
"[0, 0]","[0, 0]",1549301952.7216158
"[0, 0]","[0, 0]",1549301952.7220173
"[0, 0]","[0, 0]",1549301952.7224867
"[0, 0]","[0, 0]",1549301952.7229002
"[0, 0]","[0, 0]",1549301952.7233093
"[0, 0]","[0, 0]",1549301952.7237158
"[0, 0]","[0, 0]",1549301952.7241192
"[0, 0]","[0, 0]",1549301952.7245307
"[0, 0]","[0, 0]",1549301952.7249315
"[0, 0]","[0, 0]",1549301952.7253406
"[0, 0]","[0, 0]",1549301952.7257495
"[0, 0]","[0, 0]",1549301952.7261631
"[0, 0]","[0, 0]",1549301952.726583
"[0, 0]","[0, 0]",1549301952.7269893
"[0, 0]","[0, 0]",1549301952.7273946
"[0, 0]","[0, 0]",1549301952.7277982
"[0, 0]","[0, 0]",1549301952.7282023
"[0, 0]","[0, 0]",1549301952.728603
"[0, 0]","[0, 0]",1549301952.7290063
"[0, 0]","[0, 0]",1549301952.7294104
"[0, 0]","[0, 0]",1549301952.7298183
"[0, 0]","[0, 0]",1549301952.7302284
"[0, 0]","[0, 0]",1549301952.7306306
"[0, 0]","[0, 0]",1549301952.7310393
"[0, 0]","[0, 0]",1549301952.7314527
"[0, 0]","[0, 0]",1549301952.7318583
"[0, 0]","[0, 0]",1549301952.732368
"[0, 0]","[0, 0]",1549301952.7328143
"[0, 0]","[0, 0]",1549301952.7332277
"[0, 0]","[0, 0]",1549301952.7336316
"[0, 0]","[0, 0]",1549301952.734035
"[0, 0]","[0, 0]",1549301952.734442
"[0, 0]","[0, 0]",1549301952.7348418
"[0, 0]","[0, 0]",1549301952.735261
"[0, 0]","[0, 0]",1549301952.7356706
"[0, 0]","[0, 0]",1549301952.7360768
"[0, 0]","[0, 0]",1549301952.7364976
"[0, 0]","[0, 0]",1549301952.7369065
