0.0,1100.0
39.733866159012244,1096.0133155682483
77.88366846173011,1084.212198800577
95.88510772084061,1075.5165123780744
132.6661741094133,1059.9657269310278
171.8035321123156,1052.0321917005438
191.77021544168122,1051.033024756149
231.77021544168122,1051.033024756149
271.7702154416812,1051.033024756149
291.7702154416812,1051.033024756149
331.7702154416812,1051.033024756149
371.7702154416812,1051.033024756149
391.7702154416812,1051.033024756149
431.7702154416812,1051.033024756149
471.7702154416812,1051.033024756149
491.7702154416812,1051.033024756149
531.7702154416812,1051.033024756149
571.7702154416812,1051.033024756149
591.7702154416812,1051.033024756149
631.7702154416812,1051.033024756149
671.7702154416813,1051.033024756149
691.7702154416813,1051.033024756149
731.5040816006934,1055.0197091879006
769.6538839034113,1066.820825955572
787.6553231625219,1075.5165123780744
824.4363895510946,1091.0672978251212
863.5737475539969,1099.0008330556052
883.5404308833625,1100.0
923.5404308833625,1100.0
963.5404308833625,1100.0
983.5404308833625,1100.0
